"13005","First Transdimensional Bank+Church","Biology & 3:00"
"13006","A Cavallo","Within Sparky's House of Phlame"
"13007","Death Guild/Thunderdome","Esplanade & 4:00"
"13008","NEXUS","10:00 & Extinct"
"13009","Breakaway Republic","3:00 & Hominid"
"13011","Fusion Valley","Biology & 3:00"
"13012","Green Shamballah Camp","within Red Lightening"
"13015","Dark Sparkle","DNA & 9:00"
"13017","Comfort & Joy","Extinct & 8:30"
"13019","Get Nailed ~ Nail Painting Salon","Hominid & 9:00"
"13067","Evolutn Obscura@Children of Chaos","Center Camp at 7:30"
"13085","EE Camp: Magic Circus Band Camp","Chaos & 3:00"
"13148","Costco Soulmate Trading Outlet","within Lustre Village"
